ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
3430	"ENSMUSG00000062203.16"	"Gspt1"	chr16	-	11040448	11040617	11041075	11041165	11037155	11038743	11042283	11042457
3431	"ENSMUSG00000027593.16"	"Raly"	chr2	+	154699188	154699453	154701597	154701670	154633015	154633468	154703759	154703926
3432	"ENSMUSG00000027593.16"	"Raly"	chr2	+	154699188	154699453	154701597	154701670	154633029	154633468	154701830	154701878
3433	"ENSMUSG00000027593.16"	"Raly"	chr2	+	154699188	154699453	154701597	154701670	154662926	154663009	154701830	154701878
3434	"ENSMUSG00000027593.16"	"Raly"	chr2	+	154699188	154699453	154701597	154701670	154662926	154663009	154703759	154703926
3435	"ENSMUSG00000027593.16"	"Raly"	chr2	+	154701597	154701670	154701830	154701878	154699188	154699453	154703759	154703926
3436	"ENSMUSG00000028788.15"	"Ptp4a2"	chr4	+	129736462	129736555	129738854	129738985	129732770	129733471	129740257	129740332
3437	"ENSMUSG00000028788.15"	"Ptp4a2"	chr4	+	129736462	129736555	129740257	129740332	129732770	129733471	129741506	129743771
3438	"ENSMUSG00000028788.15"	"Ptp4a2"	chr4	+	129738854	129738985	129740257	129740332	129732770	129733471	129741506	129743771
3439	"ENSMUSG00000028788.15"	"Ptp4a2"	chr4	+	129738854	129738985	129740257	129740332	129736462	129736555	129741506	129743771
3440	"ENSMUSG00000041057.11"	"Wdr43"	chr17	+	71949699	71949828	71955767	71955854	71947228	71947315	71957011	71957043
3441	"ENSMUSG00000079033.11"	"Mef2b"	chr8	+	70618179	70618314	70618695	70618825	70617697	70617901	70618942	70619046
3442	"ENSMUSG00000025006.19"	"Sorbs1"	chr19	-	40328488	40328590	40329128	40329194	40325429	40325479	40332799	40332883
3443	"ENSMUSG00000025006.19"	"Sorbs1"	chr19	-	40328488	40328590	40329128	40329194	40325429	40325479	40338342	40338457
3444	"ENSMUSG00000025006.19"	"Sorbs1"	chr19	-	40328488	40328590	40332799	40332883	40325429	40325479	40338342	40338457
3445	"ENSMUSG00000025006.19"	"Sorbs1"	chr19	-	40329128	40329194	40332799	40332883	40325429	40325479	40338342	40338457
3446	"ENSMUSG00000025006.19"	"Sorbs1"	chr19	-	40329128	40329194	40332799	40332883	40328488	40328590	40338342	40338457
3447	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5022811	5022941	5033359	5033571	5021519	5021642	5035895	5036063
3448	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5028919	5028952	5032283	5032433	5028472	5028579	5033359	5033571
3449	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5029484	5029519	5032283	5032433	5028472	5028579	5033359	5033571
3450	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5029484	5029519	5033359	5033571	5028472	5028579	5035895	5036063
3451	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5029484	5029519	5032252	5032433	5028919	5028952	5033359	5033571
3452	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5029484	5029519	5033359	5033571	5028919	5028952	5035895	5036063
3453	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5033359	5033571	5035895	5036063	5029484	5029519	5037959	5038146
3454	"ENSMUSG00000035297.15"	"Cops4"	chr5	+	100685163	100685334	100689402	100689518	100681377	100681528	100691704	100691789
3455	"ENSMUSG00000035297.15"	"Cops4"	chr5	+	100689402	100689518	100691704	100691789	100685163	100685334	100695169	100695669
3456	"ENSMUSG00000035842.11"	"Ddx11"	chr17	+	66456025	66456094	66456207	66456308	66455648	66455798	66456962	66457047
3457	"ENSMUSG00000029534.18"	"St7"	chr6	+	17921987	17922138	17930764	17930857	17906406	17906509	17934117	17934257
3458	"ENSMUSG00000070873.6"	"Lilra5"	chr7	+	4240941	4240977	4241134	4241419	4240752	4240790	4241557	4241863
3459	"ENSMUSG00000091228.2"	"Gm20390"	chr11	-	93842725	93842838	93851493	93851606	93840644	93840872	93854052	93854154
3460	"ENSMUSG00000091228.2"	"Gm20390"	chr11	-	93843625	93843727	93854052	93854154	93842725	93842838	93856633	93856763
3461	"ENSMUSG00000091228.2"	"Gm20390"	chr11	-	93846320	93846450	93856633	93856763	93843625	93843727	93859046	93859119
3462	"ENSMUSG00000026979.17"	"Psd4"	chr2	+	24294748	24294912	24295318	24295463	24294393	24294464	24295698	24295842
3463	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22062835	22063042	22075283	22075430	22062657	22062723	22082777	22082839
3464	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22062835	22063042	22082777	22082839	22062657	22062723	22095523	22095640
3465	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22062835	22063042	22141184	22141249	22062657	22062723	22178311	22178412
3466	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22075283	22075430	22095523	22095640	22062835	22063042	22141184	22141249
3467	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22082777	22082839	22141184	22141249	22062657	22062723	22178311	22178412
3468	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22082777	22082839	22095523	22095640	22062835	22063042	22141184	22141249
3469	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22082777	22082839	22141184	22141249	22062835	22063042	22178311	22178412
3470	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22082777	22082839	22141184	22141249	22074279	22075430	22178311	22178707
3471	"ENSMUSG00000097705.3"	"Gm26740"	chr10	-	22095523	22095670	22141184	22141249	22082777	22082839	22178311	22178707
3472	"ENSMUSG00000027309.19"	"Dnaaf9"	chr2	-	130656098	130656223	130662388	130662508	130654764	130654861	130664340	130664420
3473	"ENSMUSG00000064061.14"	"Dzip3"	chr16	-	48798244	48798325	48799908	48800025	48795785	48795910	48801261	48801417
3474	"ENSMUSG00000024381.17"	"Bin1"	chr18	+	32559276	32559405	32564723	32564795	32557872	32558020	32565035	32565146
3475	"ENSMUSG00000024381.17"	"Bin1"	chr18	+	32564723	32564795	32565035	32565146	32557872	32558020	32565376	32565478
3476	"ENSMUSG00000024381.17"	"Bin1"	chr18	+	32564723	32564795	32565035	32565146	32559276	32559405	32565376	32565478
3477	"ENSMUSG00000024381.17"	"Bin1"	chr18	+	32564723	32564795	32565035	32565146	32563802	32563910	32565376	32565478
3478	"ENSMUSG00000030188.13"	"Magohb"	chr6	-	131264998	131265109	131266351	131266410	131262605	131262688	131270034	131270207
3479	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84267057	84267171	84281863	84281964	84262973	84265176	84283092	84283201
3480	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84270075	84270120	84281863	84281964	84267057	84267171	84283092	84283201
3481	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84270075	84270120	84283092	84283201	84267057	84267171	84283446	84283617
3482	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84281863	84281964	84283092	84283201	84262973	84265176	84283446	84283617
3483	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84281863	84281964	84283092	84283201	84267057	84267171	84283446	84283617
3484	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84281863	84281964	84283092	84283201	84270075	84270120	84283446	84283617
3485	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84283092	84283201	84283446	84283617	84270075	84270120	84338953	84339165
3486	"ENSMUSG00000030629.16"	"Zfand6"	chr7	-	84283092	84283201	84283446	84283617	84281863	84281964	84338953	84339165
3487	"ENSMUSG00000020547.6"	"Bzw2"	chr12	-	36179990	36180167	36184889	36184954	36173933	36174037	36206666	36206824
3488	"ENSMUSG00000056498.14"	"Tmem154"	chr3	+	84591858	84591897	84596882	84596910	84591515	84591770	84597850	84597936
3489	"ENSMUSG00000056498.14"	"Tmem154"	chr3	+	84597850	84597936	84599801	84599859	84591858	84591897	84609230	84611882
3490	"ENSMUSG00000044712.16"	"Slc38a6"	chr12	+	73335166	73335297	73338933	73339007	73333552	73333806	73356918	73356971
3491	"ENSMUSG00000044712.16"	"Slc38a6"	chr12	+	73338933	73339007	73356918	73356971	73335166	73335297	73365750	73365790
3492	"ENSMUSG00000044712.16"	"Slc38a6"	chr12	+	73340472	73340573	73356918	73356971	73338933	73339007	73365750	73365790
3493	"ENSMUSG00000021044.16"	"Adck1"	chr12	+	88368742	88368946	88397790	88397949	88338464	88338548	88407852	88408011
3494	"ENSMUSG00000021044.16"	"Adck1"	chr12	+	88397790	88397949	88407852	88408011	88368742	88368946	88413410	88413527
3495	"ENSMUSG00000026192.14"	"Atic"	chr1	+	71603969	71604126	71606972	71607098	71603564	71603716	71608121	71608229
3496	"ENSMUSG00000060373.16"	"Hnrnpc"	chr14	-	52318716	52318764	52319245	52319360	52314859	52315020	52321571	52321848
3497	"ENSMUSG00000052508.11"	"Olfr536"	chr7	-	140086711	140086761	140086855	140087010	140086150	140086220	140087194	140087309
3498	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4882860	4882921	4883368	4883546	4875971	4876049	4884200	4884338
3499	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4882860	4882921	4883368	4883475	4875971	4876049	4884267	4884338
3500	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4882860	4882921	4883368	4883546	4875971	4876049	4888858	4888931
3501	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4882860	4882921	4884267	4884338	4875971	4876049	4888858	4888931
3502	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4883368	4883546	4884267	4884338	4875971	4876049	4888858	4888931
3503	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4883368	4883546	4884200	4884338	4882860	4882921	4888858	4888931
3504	"ENSMUSG00000034108.7"	"Ccs"	chr19	-	4883368	4883546	4884267	4884338	4882860	4882921	4888858	4888931
3505	"ENSMUSG00000029253.13"	"Cenpc1"	chr5	-	86195442	86195542	86200029	86200100	86194237	86194439	86206013	86206105
3506	"ENSMUSG00000029253.13"	"Cenpc1"	chr5	-	86200029	86200100	86206013	86206105	86195442	86195542	86209862	86209906
3507	"ENSMUSG00000029684.15"	"Wasl"	chr6	-	24633835	24633932	24634570	24634657	24629923	24629947	24637647	24637782
3508	"ENSMUSG00000039908.15"	"Slc26a11"	chr11	+	119261574	119261625	119263936	119263997	119260018	119260091	119265310	119265366
3509	"ENSMUSG00000062169.14"	"Cnih4"	chr1	+	180983423	180983536	180989639	180989780	180981299	180981368	180993745	180996559
3510	"ENSMUSG00000037318.11"	"Traf3ip3"	chr1	-	192863613	192863676	192864189	192864325	192861800	192861857	192866774	192866912
3511	"ENSMUSG00000037318.11"	"Traf3ip3"	chr1	-	192877380	192877444	192877582	192877730	192877132	192877157	192879985	192880385
3512	"ENSMUSG00000015002.19"	"Efr3a"	chr15	+	65691568	65691719	65696462	65696584	65690281	65690409	65701575	65701725
3513	"ENSMUSG00000030220.14"	"Arhgdib"	chr6	-	136909257	136909341	136910581	136910771	136906609	136906686	136918435	136918501
3514	"ENSMUSG00000030220.14"	"Arhgdib"	chr6	-	136909257	136909341	136910581	136910771	136906609	136906686	136918648	136918754
3515	"ENSMUSG00000030220.14"	"Arhgdib"	chr6	-	136909257	136909341	136910581	136910771	136906609	136906686	136918810	136918897
3516	"ENSMUSG00000026615.15"	"Eprs"	chr1	+	185103085	185103242	185105114	185105254	185101773	185101873	185106314	185106409
3517	"ENSMUSG00000054237.7"	"Fra10ac1"	chr19	-	38193143	38193257	38195710	38195756	38189994	38190037	38201808	38201893
3518	"ENSMUSG00000054237.7"	"Fra10ac1"	chr19	-	38195710	38195756	38201808	38201893	38193143	38193257	38202821	38202905
3519	"ENSMUSG00000054237.7"	"Fra10ac1"	chr19	-	38201808	38201893	38202821	38202905	38195710	38195756	38204278	38204355
3520	"ENSMUSG00000034771.16"	"Tle2"	chr10	+	81416317	81416501	81416728	81416748	81416090	81416165	81417478	81417589
3521	"ENSMUSG00000034771.16"	"Tle2"	chr10	+	81424642	81424793	81425253	81425330	81423707	81423855	81426058	81426186
3522	"ENSMUSG00000040511.15"	"Pvr"	chr7	-	19648662	19648789	19652486	19652834	19643105	19643228	19654877	19655085
3523	"ENSMUSG00000046691.15"	"Chtf8"	chr8	-	107613551	107613683	107613932	107613988	107612753	107613158	107620132	107620233
3524	"ENSMUSG00000025193.15"	"Cutc"	chr19	+	43751311	43751445	43753398	43753426	43749127	43749163	43755639	43755745
3525	"ENSMUSG00000025193.15"	"Cutc"	chr19	+	43751341	43751445	43753398	43753426	43749127	43749163	43755639	43755745
3526	"ENSMUSG00000020777.17"	"Acox1"	chr11	-	116071116	116071232	116071768	116071888	116069507	116069670	116072738	116072846
3527	"ENSMUSG00000020777.17"	"Acox1"	chr11	-	116074289	116074450	116080240	116080401	116072738	116072846	116089047	116089207
3528	"ENSMUSG00000028218.20"	"Cibar1"	chr4	-	12164268	12164274	12165765	12165771	12164087	12164192	12168222	12168324
3529	"ENSMUSG00000025395.15"	"Prim1"	chr10	+	127857541	127857600	127859649	127859788	127855998	127856135	127862386	127862456
3530	"ENSMUSG00000025395.15"	"Prim1"	chr10	+	127857541	127857600	127862386	127862456	127855998	127856135	127862921	127863007
3531	"ENSMUSG00000025395.15"	"Prim1"	chr10	+	127859649	127859788	127862386	127862456	127855998	127856135	127862921	127863007
3532	"ENSMUSG00000039197.11"	"Adk"	chr14	+	21219867	21219946	21290530	21290639	21153887	21153941	21368080	21368251
3533	"ENSMUSG00000039197.11"	"Adk"	chr14	+	21290530	21290639	21368080	21368251	21284900	21285073	21419138	21419174
3534	"ENSMUSG00000039197.11"	"Adk"	chr14	+	21368080	21368251	21419138	21419174	21290530	21290639	21431570	21431685
3535	"ENSMUSG00000039197.11"	"Adk"	chr14	+	21419138	21419174	21431570	21431685	21368080	21368251	21473570	21473657
3536	"ENSMUSG00000039197.11"	"Adk"	chr14	+	21431570	21431685	21473570	21473657	21368080	21368251	21497881	21498630
3537	"ENSMUSG00000039197.11"	"Adk"	chr14	+	21431570	21431685	21473570	21473657	21419138	21419174	21497881	21498630
3538	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54803820	54803860	54807183	54807259	54801074	54801161	54810404	54810510
3539	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54807183	54807259	54810404	54810510	54803820	54803860	54812368	54812464
3540	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54807183	54807259	54812368	54812464	54803820	54803860	54814803	54814927
3541	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54810404	54810510	54812368	54812464	54803820	54803860	54814803	54814927
3542	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54810404	54810510	54812368	54812464	54807183	54807259	54814803	54814927
3543	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54817503	54817625	54830187	54830298	54814803	54814927	54830799	54830904
3544	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54817503	54817625	54830799	54830904	54814803	54814927	54842238	54842267
3545	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54830799	54830904	54842238	54842286	54814803	54814927	54842432	54842488
3546	"ENSMUSG00000005656.10"	"Snx6"	chr12	-	54830799	54830904	54842238	54842286	54817503	54817625	54842432	54842488
3547	"ENSMUSG00000017652.17"	"Cd40"	chr2	+	164908422	164908484	164911548	164911635	164905387	164905481	164911736	164911768
3548	"ENSMUSG00000017652.17"	"Cd40"	chr2	+	164908422	164908484	164911736	164911768	164905387	164905481	164912641	164913574
3549	"ENSMUSG00000017652.17"	"Cd40"	chr2	+	164911548	164911635	164911736	164911768	164905387	164905481	164912641	164912665
3550	"ENSMUSG00000069020.10"	"Urm1"	chr2	+	29722703	29722774	29731413	29731495	29717353	29717447	29732732	29732781
3551	"ENSMUSG00000069020.10"	"Urm1"	chr2	+	29731413	29731495	29732732	29732781	29722703	29722774	29733114	29735014
3552	"ENSMUSG00000031007.3"	"Atp6ap2"	chrX	+	12460999	12461130	12462394	12462526	12454039	12454174	12471105	12471201
3553	"ENSMUSG00000031007.3"	"Atp6ap2"	chrX	+	12473169	12473319	12475073	12475193	12472519	12472573	12481920	12483288
3554	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126300461	126300581	126300961	126301091	126300163	126300268	126301177	126301300
3555	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126300689	126300874	126300961	126301091	126300163	126300268	126301177	126301300
3556	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126300689	126300874	126301177	126301300	126300163	126300268	126302147	126302345
3557	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126300689	126300874	126301177	126301300	126300461	126300581	126302147	126302345
3558	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126300961	126301091	126301177	126301300	126300163	126300268	126302147	126302345
3559	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126300961	126301091	126301177	126301300	126300689	126300874	126302147	126302345
3560	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126301177	126301300	126302147	126302346	126300689	126300874	126303823	126303988
3561	"ENSMUSG00000030707.16"	"Coro1a"	chr7	-	126301177	126301300	126302147	126302346	126300961	126301091	126303823	126303988
3562	"ENSMUSG00000034795.15"	"Ccdc122"	chr14	+	77306276	77306389	77329107	77329506	77305299	77305393	77330209	77330326
3563	"ENSMUSG00000016495.13"	"Plgrkt"	chr19	-	29328443	29328574	29335716	29335803	29327759	29327869	29338216	29338327
3564	"ENSMUSG00000016495.13"	"Plgrkt"	chr19	-	29335716	29335803	29338216	29338327	29328443	29328574	29339196	29339370
3565	"ENSMUSG00000033653.19"	"Vps8"	chr16	+	21358768	21358858	21362017	21362064	21351812	21351911	21372824	21372972
3566	"ENSMUSG00000030654.10"	"Arl6ip1"	chr7	-	117720383	117720468	117721148	117721266	117718113	117719633	117725618	117725738
3567	"ENSMUSG00000030654.10"	"Arl6ip1"	chr7	-	117721148	117721266	117725618	117725738	117718113	117719633	117726356	117726490
3568	"ENSMUSG00000030654.10"	"Arl6ip1"	chr7	-	117721148	117721266	117725618	117725738	117720383	117720468	117726356	117726490
3569	"ENSMUSG00000030654.10"	"Arl6ip1"	chr7	-	117725618	117725738	117726356	117726490	117721148	117721266	117728691	117728885
3570	"ENSMUSG00000066406.17"	"Akap13"	chr7	+	75329567	75329621	75333141	75333207	75326853	75327227	75334864	75335057
3571	"ENSMUSG00000066406.17"	"Akap13"	chr7	+	75367517	75367585	75369876	75369943	75354112	75354287	75373532	75373668
3572	"ENSMUSG00000071072.13"	"Ptges3"	chr10	+	127906002	127906101	127907936	127908026	127905084	127905154	127910090	127910153
3573	"ENSMUSG00000041644.15"	"Slc5a12"	chr2	+	110467442	110467529	110468305	110468404	110463058	110463126	110471079	110471246
3574	"ENSMUSG00000031860.18"	"Pbx4"	chr8	+	70311729	70311803	70319117	70319253	70285140	70285501	70322678	70322832
3575	"ENSMUSG00000031860.18"	"Pbx4"	chr8	+	70311729	70311803	70323227	70323334	70285140	70285501	70324644	70324942
3576	"ENSMUSG00000031860.18"	"Pbx4"	chr8	+	70319117	70319253	70322678	70322832	70311729	70311803	70323227	70323334
3577	"ENSMUSG00000052125.18"	"F730043M19Rik"	chr12	-	33192636	33192734	33196856	33196925	33192221	33192391	33197130	33197183
3578	"ENSMUSG00000034175.14"	"Rhbdd3"	chr11	+	5049747	5049898	5050396	5050587	5048925	5049566	5051868	5051905
3579	"ENSMUSG00000032511.18"	"Scn5a"	chr9	-	119372164	119372256	119372389	119372481	119368589	119368820	119379671	119379800
3580	"ENSMUSG00000022961.19"	"Son"	chr16	+	91448517	91448684	91451498	91457468	91444393	91444872	91458988	91459149
3581	"ENSMUSG00000059900.15"	"Tmem40"	chr6	-	115713343	115713397	115715908	115715983	115711770	115711806	115718501	115718633
3582	"ENSMUSG00000059900.15"	"Tmem40"	chr6	-	115713343	115713397	115718501	115718633	115711770	115711806	115719270	115719348
3583	"ENSMUSG00000059900.15"	"Tmem40"	chr6	-	115715908	115715983	115718501	115718633	115711770	115711806	115719270	115719348
3584	"ENSMUSG00000059900.15"	"Tmem40"	chr6	-	115715908	115715983	115718501	115718633	115713343	115713397	115719270	115719348
3585	"ENSMUSG00000096950.3"	"Gm9530"	chr1	-	154941467	154941655	154955448	154955589	154940961	154941141	154956385	154956529
3586	"ENSMUSG00000031129.10"	"Slc9a9"	chr9	+	94593396	94593474	94594947	94595024	94567107	94567310	94691979	94692095
3587	"ENSMUSG00000006288.9"	"Ttc5"	chr14	-	51010733	51010790	51012747	51012839	51009930	51010077	51014718	51014869
3588	"ENSMUSG00000006288.9"	"Ttc5"	chr14	-	51010733	51010790	51014718	51014869	51009930	51010077	51015213	51015425
3589	"ENSMUSG00000006288.9"	"Ttc5"	chr14	-	51012747	51012839	51014718	51014869	51009930	51010077	51015213	51015425
3590	"ENSMUSG00000006288.9"	"Ttc5"	chr14	-	51012747	51012839	51014718	51014869	51010733	51010790	51015213	51015425
3591	"ENSMUSG00000031349.5"	"Nsdhl"	chrX	+	71996448	71996577	71998677	71998820	71992770	71992917	71999942	72000045
3592	"ENSMUSG00000061689.16"	"Dlgap4"	chr2	+	156589942	156590022	156590251	156590340	156587754	156588116	156590863	156591276
3593	"ENSMUSG00000029771.13"	"Irf5"	chr6	+	29534533	29534592	29535039	29535073	29533950	29534140	29535251	29535509
3594	"ENSMUSG00000029771.13"	"Irf5"	chr6	+	29535039	29535073	29535251	29535509	29533950	29534140	29535723	29536116
3595	"ENSMUSG00000029771.13"	"Irf5"	chr6	+	29535039	29535073	29535251	29535509	29534533	29534592	29535723	29536116
3596	"ENSMUSG00000026111.16"	"Unc50"	chr1	+	37476242	37476382	37476457	37476559	37471631	37471752	37477762	37478065
